Station city,Station country,Year,Temperature mean,Temperature dev.,Temperature mean max.,Temperature mean min.,Temperature absolute max.,Temperature absolute min.,Precipitation total (mm),Precipitation %,Precipitation no. of days >=1mm,Vapor pressure (hPa),Air pressure at sea level (NN),Sunshine dur. (h),Sunshine dur. (%)
Zugspitze,DEU,2014,-3.1,1.7,-0.6,-5.5,13.8,-22.4,1970,98,182,4.2,,1663,90
Wien,AUT,2014,12,2.3,16,8.8,,,765,126,86,11.1,1015.5,1968,103
Innsbruck,AUT,2014,10.4,2.2,16.2,6.1,,,1032,113,120,9.8,1015.5,1941,101
Sonnblick,AUT,2014,-4,1.7,-2.1,-5.6,,,1915,118,205,4.2,,1472,88
Prag,CZE,2014,9.9,2,14.3,5.6,33,-15,625,119,90,10,1015.6,1607,97
Brünn,CZE,2014,11.2,2.5,15.5,7,34.7,-12.4,612,125,85,10.2,1015.9,1439,85
Sliac,SVK,2014,10.8,2.8,16.6,6.1,35.8,-15.2,793,116,107,10.3,1016.3,1600,96
Poprad,SVK,2014,8.2,2.3,13.7,3.5,29.9,-18.7,773,134,101,9.3,,1745,97
Elbing,POL,2014,8.5,0.8,12,5.5,,,509,74,96,9.3,1015.6,2142,139
Warschau,POL,2014,9.8,2,14.2,5.9,32.8,-17.5,559,108,97,9.9,1016.2,,
Breslau,POL,2014,11.1,2.8,16,6.5,,,573,97,86,10.8,1015.6,,
Budapest,HUN,2014,12.7,2.2,17.3,8.7,,,916,177,91,11,1015.9,,
Debrecen,HUN,2014,12.2,2.3,17.5,7.5,,,456,81,78,10.9,1015.8,2285,115
Pecs,HUN,2014,12.3,1.9,16.9,8.2,,,919,148,106,11.5,1016.1,2086,99
Belgrad,SRB,2014,13.9,2.1,18.6,10.2,34.8,-11.1,1095,160,101,11.7,1015.7,2124,105
Podgorica,MNE,2014,16.7,1.4,22.1,12.2,37.5,-5,2125,128,119,13,1015.2,,
Tirana,ALB,2014,15.9,0.6,22.4,10.6,35.9,-6,,,,13.3,1015.1,,
Ljubljana,SVN,2014,12.6,2.8,17.3,8.6,35,-11,1851,133,131,11.7,1016,1689,99
Zagreb,HRV,2014,13.7,2.4,17.8,10.4,34.4,-7.4,1235,140,127,11.9,1015.5,1715,95
Split,HRV,2014,17.4,1.5,20.4,14.4,34,-5.2,1209,147,107,13,1014,2355,91
Mostar,BIH,2014,15.8,1.4,21,11.7,35.6,-4.7,1782,125,133,13.9,1015,2185,95
Sarajevo,BIH,2014,11.6,2.1,17.3,7.3,33.7,-10.7,1172,128,124,10.1,1015.5,1808,101
Cluj,ROU,2014,10.7,2.5,16.5,5.7,35.2,-18.4,680,124,101,10.9,1016.6,1927,96
Timisoara,ROU,2014,12.6,2,18.4,7.6,35.1,-16.8,694,117,89,11.9,1015.6,1926,91
Sibiu,ROU,2014,10.8,2.3,17.1,4.9,33,-25.2,722,115,95,10.4,1016.5,1882,103
Sulina,ROU,2014,12.7,1.4,15,10.4,,,391,139,52,13.4,1016.2,2071,98
Bukarest,ROU,2014,11.3,0.7,16.8,6.1,35.5,-19.4,841,141,93,11.4,1016.7,1718,81
Constanta,ROU,2014,13.1,1.6,16.5,10,33.4,-11.7,708,179,75,13,1016.3,2084,92
Varna,BGR,2014,13.3,1.3,17.3,10.3,,,856,179,86,13.1,1015.9,2175,110
Sofia,BGR,2014,11.1,1.4,16.4,6.7,33,-13.6,1071,190,106,10.5,1016.1,1948,96
Triest,ITA,2014,16,1.8,19.6,12.7,33,-2.6,1190,114,128,13.3,1014.5,1923,91
Pisa,ITA,2014,15.6,1.6,20.6,11.2,34,-3,1209,134,102,14.9,1014.7,2272,100
Termoli,ITA,2014,17.9,,21,15.3,36.8,0,433,113,71,15.3,1013.7,2350,106
Grazzanise,ITA,2014,16.8,1.7,23,11.2,36.2,-4.2,946,105,99,17.2,1014.6,,
Messina,ITA,2014,18.9,0.6,22.1,16.3,33.6,0.8,1025,123,93,16.2,1014.6,2647,106
Trapani/Birgi,ITA,2014,18.5,0.8,22.8,14.2,37,0.6,486,108,72,17.4,1015.3,2648,99
Luqa,MLT,2014,19.9,1.3,23.5,16.3,34.7,2.8,506,91,53,16.7,1015.5,3072,104
Kerkyra,GRC,2014,18.5,1,22.3,14.1,,,1560,143,97,16.2,1014.2,2576,101
Larissa,GRC,2014,17.2,1.7,22.5,10.6,,,429,98,67,11.9,1015,2233,92
Athen (Observat.),GRC,2014,18.9,1.3,23.5,14.9,,,518,137,58,14.4,1015,,
Heraklion/Kreta,GRC,2014,19.8,1.4,23,16.2,,,410,82,61,16.4,1014.3,2858,106
Murmansk,RUS,2014,1.3,1.4,4.4,-1.6,28.2,-29.1,541,113,105,6,1012.2,,
Kanin Nos,RUS,2014,0.2,1.3,2.1,-1.9,,,399,93,128,6,1011.9,,
Archangelsk,RUS,2014,2.4,1.6,6.6,-1.7,,,608,112,127,7,1014.1,1688,103
Tallinn,EST,2014,6.7,1.6,10.4,3.4,32,-18.7,565,85,115,8.9,1015.2,2011,114
St. Petersburg,RUS,2014,7.4,2.4,10.5,4.5,33,-20.3,572,92,104,8.6,1015.8,1671,102
Klajpeda,LTU,2014,8.5,1.5,12.4,5.3,,,608,83,112,9.6,1015.6,1991,110
Daugavpils,LVA,2014,7,1.6,11.5,2.9,,,670,106,112,8.9,1017,1941,116
Vilnius,LTU,2014,7.7,1.7,12,4,,,612,90,101,8.8,1017.1,1982,125
Minsk,BLR,2014,7.7,1.9,11.8,4.1,35.6,-22.7,607,90,98,8.7,1017.2,2027,115
Kasan,RUS,2014,5.2,1.4,9,1.7,,,510,93,98,7.2,1018.2,2062,107
Moskau,RUS,2014,6.9,1.9,10.9,2.9,33,-25.4,488,71,82,7.9,1018.4,,
Gomel,BLR,2014,8.5,2,13.2,4.4,35.7,-23.9,638,109,96,8.8,1018.3,2330,128
Kiew,UKR,2014,9.4,1.7,14,5.4,34.6,-23.4,546,84,85,8.9,1018,,
Odessa,UKR,2014,11.8,1.6,15.4,8.4,34.4,-16.4,485,105,55,11.3,1017.1,2190,100
Kharkiv(Charkow),UKR,2014,8.9,1.5,13.7,4.5,36.5,-26,487,94,69,8.5,1018.5,2268,126
Rostow am Don,RUS,2014,10.4,0.8,14.6,6.7,38.7,-24.9,521,90,71,9.4,1017.7,,
Yerevan,ARM,2014,13.6,1.5,20.2,9.2,,,339,122,58,10.6,,2524,102
Jan Mayen,NOR,2013,0.2,1.6,1.9,-1.5,,,582,84,122,5.7,1008.4,,
Svalbard/Spitzb.,NOR,2013,-3.5,2.9,-1,-6,,,249,136,64,4,1009.7,,
Tromsoe,NOR,2013,4,1.2,6.9,1.1,,,1098,113,155,6.8,1008.1,,
Bodoe,NOR,2013,5.9,1.4,8.6,3.5,25.8,-11.2,1271,125,188,7.8,1008.8,,
Bergen,NOR,2013,8,0.2,11.5,5.1,,,2453,125,189,7.9,1011.9,,
Oslo,NOR,2013,6.7,1,11,3.1,,,753,98,115,8.1,1012.4,,
Östersund,SWE,2013,4.1,1.5,7.8,0.6,26.4,-24.3,,,,6.9,1011,,
Stockholm,SWE,2013,7.8,1.2,11.4,4.8,31.6,-16.2,453,84,87,8.7,1012.8,2117,116
Jönköping,SWE,2013,6,0.7,10.3,1.5,29.3,-24.5,708,94,124,8.7,1013.6,,
Visby,SWE,2013,7.7,0.8,11,4.1,26.5,-18.3,,,,9.7,1013.6,2241,119
Sodankylä,FIN,2013,1.1,2.1,5.7,-4,28.1,-35.1,487,97,106,6.5,1010.2,,
Kajaani,FIN,2013,3.6,2.2,7.4,-0.7,27.6,-29.9,,,,7.6,1011.3,,
Jyväskylä,FIN,2013,4.7,2.1,9,-0.1,30.4,-29.3,639,100,116,7.9,1011.8,,
Helsinki,FIN,2013,6.5,2,10.2,2.8,30.6,-28.9,561,86,105,8.7,1013,,
Lerwick,GBR,2013,7.4,0.5,9.3,5.5,18.4,-5.4,1165,96,190,9.1,1010,953,92
Aberdeen,GBR,2013,8.7,0.8,11.9,5.5,25.4,-8.1,704,90,129,9.1,1011.7,1254,93
Waddington,GBR,2013,9.7,0.5,13.1,6.3,31.1,-9,515,86,101,9.7,1014.5,1499,98
London,GBR,2013,11.2,0.6,14.8,7.5,34.1,-4.9,529,88,106,10.1,1015.3,1452,96
Camborne,GBR,2013,10.8,0.4,13,8.5,26.5,-2.4,1072,99,158,11.2,1015.6,1491,91
Valentia,IRL,2013,10.8,0.4,13.4,8.3,,,1637,115,204,11.2,1014.1,,
Dublin,IRL,2013,9.4,-0.1,13.1,5.6,,,756,103,137,10.1,1013.7,1478,103
Belmullet,IRL,2013,10.2,0.5,12.9,7.5,,,1056,93,191,10.8,1012.2,,
Reykjavik,ISL,2013,5,0.6,7.9,2.6,20.2,-12.6,840,105,161,7.1,1004.9,1350,107
Akureyri,ISL,2013,4,0.8,7.5,1.4,,,597,122,118,6.5,1006.7,1014,97
Egedesminde,GRL,2013,,,,,,,339,124,85,,1008.4,,
Nuuk,GRL,2013,,,,,,,1012,140,128,,1005.7,,
Danmarkshavn,GRL,2013,-10.8,1.5,,,,,,,,2.6,1013.9,,
Thorshavn/Färöer,DNK,2013,7.1,0.6,,,,,1327,91,196,8.6,1008,,
Kopenhagen,DNK,2013,9.4,0.8,,,,,501,79,96,9.5,1014.7,,
De Bilt,NLD,2013,9.8,0.4,13.6,5.6,34,-12.9,828,103,123,10.3,1015.3,1629,110
Brüssel,BEL,2013,10.1,0.2,13.6,6.6,33.9,-10.1,817,102,138,10,1015.6,1508,101
Luxemburg,LUX,2013,9,0.7,12.7,5.7,32.7,-10.8,962,110,127,9.8,1016.4,1633,100
Säntis,CHE,2013,-1.1,1,1.4,-3.5,18.4,-20.2,2770,103,166,4.8,,1702,102
Genf,CHE,2013,10.2,0.6,14.5,6,34.3,-10,1047,110,121,10,1016.9,1723,102
Brest,FRA,2013,11.2,0.3,14.8,8.2,29.4,-2.1,1254,113,161,11.4,1016.4,1586,91
Paris,FRA,2013,11.2,0.3,15.2,7.4,34.7,-8.2,662,107,115,10.5,1016.3,1654,95
Strassburg,FRA,2013,10.7,0.6,15.2,6.7,36.4,-8.7,679,111,117,10.4,1016.7,1493,91
Bordeaux,FRA,2013,13.2,0.5,18,9.2,35.8,-4.3,1050,114,138,11.8,1017.3,1993,96
Toulouse,FRA,2013,13.3,0.4,17.9,9.4,36.9,-6.2,740,113,120,11.7,1017.3,1975,96
Marseille,FRA,2013,15,0.2,20,10.4,36.3,-4.4,541,99,63,11.8,1014.7,2955,104
Ajaccio,FRA,2013,15.7,0.9,20.8,10.9,39.4,-2,865,134,90,13.7,1014.4,2733,100
La Coruna,ESP,2013,14.9,0.9,18,11.8,31.4,3.5,1252,126,137,13,1017.8,2130,108
Valladolid,ESP,2013,12.1,0.1,17.9,6.4,36.9,-6.3,509,115,88,9.5,1017.3,2649,104
Barcelona,ESP,2013,16.9,1.5,20.7,13.1,33,0.7,589,89,51,14.3,1015.6,2146,87
Madrid,ESP,2013,14.6,0.6,20.4,8.8,37.7,-3,372,80,68,9.7,1016.3,2977,107
Palma de Mallorca,ESP,2013,17,1.2,22.6,11.3,38.7,-3.4,423,100,50,14.4,1016,2787,103
Alicante,ESP,2013,18.1,0.3,23.1,13.2,36.9,0.8,246,69,28,13.6,1016.4,3309,114
Cadiz,ESP,2013,18.8,0.6,21.8,15.8,36.3,5.6,554,91,52,15.5,1018.3,,
Almeria,ESP,2013,19.1,0.5,23.1,15.1,38.1,3.1,142,70,22,14.9,1016.4,3271,111
Gibraltar,GBR,2013,18.4,0.2,21.3,15.7,,,574,74,54,,1018.4,,
Lajes/Azoren,PRT,2013,17.4,0.4,20.3,15.7,30.4,6.4,1054,83,123,15.3,1020.7,1744,91
Santa Maria/Azoren,PRT,2013,17.8,0.3,20.7,15.8,,,837,108,85,17.1,1021.5,,
Funchal / Madeira,PRT,2013,19.5,0.5,22.8,17.2,,,501,84,44,15.9,1020.4,2330,108
Lissabon,PRT,2013,16.9,0.1,21.1,13.5,,,949,126,78,,1017.9,2855,102
Helgoland,DEU,2013,9.3,0.2,11,7.6,26.4,-5.3,749,104,115,10.6,1014.7,1655,98
Hamburg-Fuhlsb.,DEU,2013,9.2,0.5,12.9,5.1,34.3,-12.4,730,95,113,9.8,1015.3,1565,101
Greifswald,DEU,2013,9,0.9,12.5,5.3,32.8,-11.5,588,104,109,10,1015.2,1695,98
Berlin-Tegel,DEU,2013,9.9,0.6,13.5,6,34.4,-13.7,584,105,104,9.7,1015.6,1527,94
Essen,DEU,2013,9.7,0.2,13.1,6.4,34.9,-9.2,802,86,133,9.8,1015.9,1423,98
Dresden,DEU,2013,9,0.1,12.5,5.4,35.2,-12.3,741,107,113,9.6,1016.1,1570,99
Frankfurt/Main,DEU,2013,10.6,0.9,14.5,6.6,36.7,-10.5,643,98,101,9.9,1016.5,1516,96
Stuttgart,DEU,2013,9.4,0.9,13.5,5.3,34.8,-11.8,712,99,116,9.7,1016.5,1645,98
München (Stadt),DEU,2013,9.5,0.3,13.7,5.7,36.9,-9.2,930,94,127,9.3,1016.6,1603,95
Zugspitze,DEU,2013,-4,0.8,-1.3,-6.5,15.8,-23.7,1905,95,183,4.1,,1824,98
Wien,AUT,2013,10.8,1.1,14.7,7.6,,,740,122,97,10.4,1015.9,1993,104
Innsbruck,AUT,2013,9.1,1,14.7,5,,,960,105,112,9.3,1016.3,2007,105
Sonnblick,AUT,2013,-4.5,1.2,-2.4,-6.3,,,1912,118,186,4,,1734,104
Prag,CZE,2013,8.2,0.4,12.4,4.2,34.9,-19,672,128,92,9.4,1016.5,1558,94
Brünn,CZE,2013,9.7,1.1,13.8,5.8,37.8,-12,585,120,81,9.4,1016.3,1665,98
Sliac,SVK,2013,9.5,1.5,15.2,4.5,37.8,-16.3,916,134,105,9.7,1016,1759,106
Poprad,SVK,2013,6.9,1.1,12.4,1.8,34,-19.2,676,117,101,8.3,,1896,105
Elbing,POL,2013,7.7,0.1,11,4.9,,,755,109,108,9.7,1015.3,1746,114
Warschau,POL,2013,8.9,1.1,12.8,5.3,37,-15.6,612,118,107,9.5,1015.7,2237,97
Breslau,POL,2013,9.4,1,13.7,5.3,,,648,110,97,10.1,1016.1,1692,113
Budapest,HUN,2013,11.9,1.4,16.4,7.7,,,536,104,75,10.2,1015.9,2208,113
Debrecen,HUN,2013,11.3,1.5,16.4,6.8,,,547,97,86,10.2,1015.7,2321,117
Pecs,HUN,2013,11.5,1.1,16,7.4,,,688,111,104,10.4,1016.2,2086,99
Belgrad,SRB,2013,13.6,1.8,18.4,9.6,39.1,-4.5,602,88,91,10.8,1015.9,2230,110
Skopje,MKD,2013,13.6,,19.6,8.4,39.2,-12.8,429,,73,10.3,,2329,
Tirana,ALB,2013,15.7,0.5,22.3,10.2,37.1,-4.2,,,,,1014.8,,
Ljubljana,SVN,2013,11.6,1.8,16,7.6,40.2,,1548,111,125,10.8,1016.2,1807,106
Zagreb,HRV,2013,12.8,1.5,16.9,9.3,38.8,-5.1,1092,124,119,10.8,1015.7,1851,103
Split,HRV,2013,17.3,1.4,20.6,14.1,37.7,-1.1,969,117,92,12,1013.8,2615,101
Mostar,BIH,2013,15.8,1.3,21.1,11.5,41.1,-2.4,2200,154,114,12.4,1014.8,2463,107
Sarajevo,BIH,2013,11,1.6,17.1,6.4,37.7,-10.9,931,101,115,9.2,1015.4,1943,108
Cluj,ROU,2013,10,1.7,15.5,5.1,36.3,-11.4,633,116,93,10.3,1016.3,1921,95
Timisoara,ROU,2013,12.3,1.6,17.9,7.1,38.4,-10.2,622,105,96,10.9,1015.4,1900,89
Sibiu,ROU,2013,10.2,1.7,16.3,4.3,35,-14.3,725,116,93,10,1016.4,1889,103
Sulina,ROU,2013,12.6,1.2,15,10.2,31.8,-8.1,314,112,43,13,1015.5,2281,108
Bukarest,ROU,2013,11.7,1.1,17.7,5.6,36.9,-15.9,587,99,68,10.9,1016,2080,99
Constanta,ROU,2013,13.2,1.7,16.8,9.8,31.6,-10.1,528,133,57,12.5,1015.7,2405,106
Varna,BGR,2013,13.4,1.4,17.8,10.1,,,572,119,50,12.3,1015.6,2492,126
Sofia,BGR,2013,11.3,1.6,17,6.2,34.2,-13.6,501,89,79,9.5,1016.1,2301,114
Triest,ITA,2013,15,0.8,18.8,11.7,36.8,-3.4,1130,108,113,12.1,1014.4,2092,99
Pisa,ITA,2013,14.7,0.6,19.9,10.1,36,-3,1027,114,98,13.8,1014.4,2280,100
Termoli,ITA,2013,17.1,,20.3,14.5,35.6,1,471,122,69,14.6,1013.4,2521,113
Grazzanise,ITA,2013,15.7,0.6,21.9,10.2,36.4,-2.2,,,,15.6,1014.3,2466,104
Messina,ITA,2013,18.7,0.5,21.9,16.3,34.6,4,983,118,96,15.5,1014.4,2614,105
Trapani/Birgi,ITA,2013,18,0.3,22.1,13.8,37,2.6,537,120,81,16.5,1014.9,2600,97
Luqa,MLT,2013,19.7,1.1,23.4,16.1,37.5,5.6,480,87,61,16.4,1015.5,3056,104
Kerkyra,GRC,2013,19,1.5,23.3,14,,,999,91,85,15.9,1013.8,2593,102
Larissa,GRC,2013,17.1,1.6,22.9,9.9,,,336,76,52,10.8,1014.8,2500,103
Athen (Observat.),GRC,2013,19.1,1.4,24.1,15.3,,,504,134,38,13,1015,2964,105
Heraklion/Kreta,GRC,2013,19.7,1.3,22.7,15.9,,,330,66,49,15.8,1013.9,2975,110
Murmansk,RUS,2013,2.4,2.5,6.1,-0.8,30,-23.7,503,105,122,6.4,1009.6,1850,140
Kanin Nos,RUS,2013,1,2.2,3.4,-1.2,,,362,84,109,6.5,1009.5,1608,144
Archangelsk,RUS,2013,3,2.2,7.3,-1.3,,,530,97,137,7.1,1011.5,1797,110
Tallinn,EST,2013,6.6,1.5,10.3,3,,,574,86,113,8.9,1013.2,1994,113
St. Petersburg,RUS,2013,7.1,2.2,10.3,4.1,32.7,-22.3,618,100,122,8.7,1013.3,1644,101
Klajpeda,LTU,2013,8.1,1.1,11.7,4.9,,,662,90,117,9.7,1014.7,1877,104
Daugavpils,LVA,2013,6.6,1.1,10.9,2.3,,,646,102,109,8.9,1014.9,1854,111
Vilnius,LTU,2013,7.3,1.2,11.2,3.6,,,675,99,109,9.2,1015.3,1806,114
Minsk,BLR,2013,7.4,1.6,11,4.2,31.1,-18.5,663,98,116,9,1015.3,1668,95
Kasan,RUS,2013,6.2,2.3,9.9,2.8,,,555,101,101,7.8,1014.8,2044,106
Moskau,RUS,2013,6.7,1.8,10.4,3.1,32,-19.1,891,130,135,8.9,1014.7,,
Gomel,BLR,2013,8.6,2.1,12.5,5,32.3,-21,679,116,96,9.3,1015.5,1982,108
Kiew,UKR,2013,9.4,1.7,13.4,6,32.5,-14.5,804,124,110,9.4,1015.6,,
Odessa,UKR,2013,11.8,1.7,15.4,8.6,33.5,-12.7,351,76,67,11.5,1015.9,2138,98
Kharkiv(Charkow),UKR,2013,9.5,2.1,13.6,5.7,33.4,-15.3,557,107,97,9.4,1015.5,1934,108
Rostow am Don,RUS,2013,11.3,1.7,15.2,7.7,37,-14.4,586,101,78,9.7,1015.6,,
Yerevan,ARM,2013,12.5,0.4,,,,,314,113,60,9.7,,2686,109
Jan Mayen,NOR,2012,0.3,1.7,2.2,-1.4,12.7,-15.4,534,77,115,5.5,1009.4,,
Svalbard/Spitzb.,NOR,2012,-2,4.4,0.3,-4.2,13,-23.7,270,148,57,4.2,1009.1,,
Tromsoe,NOR,2012,3,0.2,5.4,0.5,21.3,-17.3,837,86,133,6.1,1008,,
Bodoe,NOR,2012,4.7,0.2,7,2.5,22.1,-12.9,858,84,145,6.9,1008.2,,
Bergen,NOR,2012,7.8,0.1,11.1,5.2,,,2647,135,209,7.9,1010.5,,
Oslo,NOR,2012,6.6,0.8,10.3,3.4,,,970,126,138,7.9,1010.8,,
Östersund,SWE,2012,3,0.5,6.2,0.1,24.2,-28.2,,,,6.7,1010,1499,98
Stockholm,SWE,2012,7.2,0.6,10.5,4.4,27,-16.5,780,145,127,8.6,1011.3,1776,98
Jönköping,SWE,2012,5.9,0.6,9.8,1.9,27.2,-24,967,128,145,8.6,1012.1,,
Visby,SWE,2012,7.3,0.3,10.5,3.9,28.7,-21.2,,,,9.5,1012.2,2031,108
Sodankylä,FIN,2012,-0.4,0.6,3.8,-4.9,26.5,-39.8,628,126,126,5.9,1010.7,1349,86
Kajaani,FIN,2012,1.6,0.2,5.2,-2.4,30.4,-37.2,,,,7,1011.6,,
Jyväskylä,FIN,2012,2.8,0.2,6.7,-1.4,28.2,-34.6,746,117,145,7.4,1011.7,1306,82
Helsinki,FIN,2012,5.3,0.7,8.7,1.8,28,-28.7,879,135,140,8.1,1012.2,1699,95
Lerwick,GBR,2012,7.3,0.4,9.2,5.4,20.3,-3,1309,107,219,8.7,1009.6,1026,99
Aberdeen,GBR,2012,8.3,0.4,11.5,5.1,25.2,-6.6,947,121,158,9,1011.3,1163,86
Waddington,GBR,2012,9.8,0.5,13.1,6.4,27.8,-8.3,823,137,148,10,1014,1346,88
London,GBR,2012,11.3,0.8,15,7.6,30.5,-7.6,706,118,131,10.4,1015.2,1505,99
Camborne,GBR,2012,10.9,0.6,13.1,8.7,23.7,-4.1,1329,123,177,11.2,1015.7,1380,84
Valentia,IRL,2012,11,0.5,13.4,8.6,,,1508,106,224,11.2,1014.1,,
Dublin,IRL,2012,9.3,-0.2,12.9,5.7,,,848,116,156,10.3,1013.5,1455,101
Belmullet,IRL,2012,10.4,0.7,13.1,7.7,,,1115,98,197,11.1,1012.8,,
Reykjavik,ISL,2012,5.5,1.2,8.5,3.1,21.3,-7.8,968,121,151,7.5,1007.4,,
Akureyri,ISL,2012,4.3,1.1,8,1.5,,,580,119,97,6.5,1008.4,,
Egedesminde,GRL,2012,-2.5,2.4,,,,,488,178,104,4.9,1010.5,,
Danmarkshavn,GRL,2012,-10.3,2,,,,,,,,2.7,1014,,
Thorshavn/Färöer,DNK,2012,6.7,0.2,,,,,,,,8.1,1009,,
Kopenhagen,DNK,2012,9.2,0.6,,,,,528,83,106,9.6,1013.6,,
De Bilt,NLD,2012,10.3,1,14.2,6.2,33,-18.9,879,109,140,10.7,1015.3,1610,109
Brüssel,BEL,2012,10.6,0.7,14.4,6.9,35,-13,976,122,146,10.1,1016,,
Luxemburg,LUX,2012,9.6,1.3,13.6,6,35.2,-15,953,109,127,9.8,1017.1,1846,113
Säntis,CHE,2012,-0.7,1.4,2,-3.2,,,2924,108,176,4.8,,,
Genf,CHE,2012,10.9,1.3,15.8,6.1,34.5,-11.2,972,102,116,10,1017.9,1937,114
Brest,FRA,2012,11.3,0.4,15,8.2,29.6,-5.6,1383,125,178,11.7,1017,1457,83
Paris,FRA,2012,11.6,0.7,15.9,7.6,38.2,-9.6,636,103,114,10.5,1017.2,1585,91
Strassburg,FRA,2012,11.2,1.1,16.3,6.7,34.3,-15,609,99,116,10.6,1017.6,1822,111
Bordeaux,FRA,2012,13.5,0.7,18.5,9.2,39.1,-8.8,847,92,119,11.8,1018.6,2138,103
Toulouse,FRA,2012,13.9,1,19,9.5,37.4,-12.5,438,67,85,11.3,1018.5,2186,107
Marseille,FRA,2012,15.6,0.8,20.8,10.8,35.8,-9.5,442,81,47,11.7,1015.9,3044,107
Ajaccio,FRA,2012,15.8,1,21.1,10.8,37,-4,911,141,69,13.5,1015.5,2957,108
La Coruna,ESP,2012,14.9,0.8,18.2,11.6,33,1,927,93,123,12.9,1018.8,2297,117
Valladolid,ESP,2012,12.5,0.5,18.7,6.4,39.4,-6.6,372,84,53,8.8,1018,2707,106
Barcelona,ESP,2012,17.4,2.1,21.6,13.2,36,-3.5,446,68,45,13.8,1016.7,2292,93
Madrid,ESP,2012,15.3,1.3,21.1,9.5,40.6,-6.8,332,72,44,9.3,1016.9,3092,111
Palma de Mallorca,ESP,2012,17,1.1,22.7,11.3,37,-4.4,379,89,49,14.1,1017.1,2943,109
Alicante,ESP,2012,18.3,0.5,23.6,13.1,38.4,-1.6,252,71,33,14.6,1017,3179,110
Almeria,ESP,2012,18.6,0,22.5,14.7,39,1.8,181,89,23,15.1,1016.9,3222,110
Gibraltar,GBR,2012,18.5,0.3,21.5,15.6,,,754,97,54,,1018.3,2894,108
Lajes/Azoren,PRT,2012,17.3,0.3,20.2,15.4,30.7,8.2,1110,87,135,,,1879,98
Santa Maria/Azoren,PRT,2012,17.9,0.4,20.9,15.9,,,833,108,107,,,,
Funchal / Madeira,PRT,2012,19.9,0.9,23.3,17.4,,,541,91,45,15.4,1020.8,2432,112
Lissabon,PRT,2012,17,0.2,21.3,13.3,36.8,2.8,744,99,68,14.8,1018.6,2994,107
Helgoland,DEU,2012,9.7,0.7,11.5,8.1,24.3,-7.4,838,117,134,10.5,1014.1,1593,95
Hamburg-Fuhlsb.,DEU,2012,9.3,0.7,13.1,5.3,34.4,-17.7,732,95,137,10,1014.8,1495,96
Greifswald,DEU,2012,9,0.9,12.7,5.3,34.3,-23.2,531,94,109,9.7,1014.7,1637,94
Berlin-Tegel,DEU,2012,10.1,0.7,14,5.8,35.4,-19.6,522,94,109,9.7,1015.6,1702,105
Essen,DEU,2012,10.3,0.7,13.8,6.9,36.4,-13.9,831,89,140,10.2,1015.8,1541,106
Dresden,DEU,2012,9.6,0.7,13.6,5.6,37.3,-20.3,583,84,118,9.2,1016.4,1842,117
Frankfurt/Main,DEU,2012,10.9,1.3,15.4,6.3,35.7,-16,631,96,107,10.1,1016.9,1795,113
Stuttgart,DEU,2012,10.1,1.6,14.8,5.4,35.2,-16.6,680,95,120,9.8,1017.5,1913,114
München (Stadt),DEU,2012,10.2,1,14.7,6,34.7,-16.6,962,98,140,9.5,1017.5,1906,113
Zugspitze,DEU,2012,-3.4,1.4,-0.6,-6.1,16.7,-27.7,2153,108,186,4.1,,2067,111
Wien,AUT,2012,11.3,1.6,15.7,7.7,,,615,101,102,10.7,1016.6,2201,115
Innsbruck,AUT,2012,9,0.9,14.7,4.8,,,1130,124,133,9.8,1017.7,2067,108
Sonnblick,AUT,2012,-4.1,1.6,-1.9,-6,,,1983,122,205,4,,1774,107
Prag,CZE,2012,9,1.1,13.8,4.5,37.4,-21.7,523,99,91,9.3,1016.9,1860,112
Brünn,CZE,2012,10.3,1.7,15.1,5.6,37.1,-17.1,480,98,89,9.3,1017,1972,116
Sliac,SVK,2012,9.3,1.4,15.9,3.5,36.8,-20.7,627,91,90,9.3,1016.8,2123,128
Poprad,SVK,2012,6.8,1,12.8,1.3,32.4,-29,550,95,93,8.4,,2085,116
Elbing,POL,2012,8.1,0.5,12.2,4.6,,,677,98,125,9.4,1014.8,1890,123
Warschau,POL,2012,8.8,1,13.2,4.8,34.6,-23.1,531,102,101,9.4,1015.8,2394,104
Breslau,POL,2012,9.5,1.1,14.3,4.7,,,516,87,92,9.8,1016.4,2036,136
Budapest,HUN,2012,12.1,1.7,17.3,7.4,,,410,79,63,9.8,1016.6,2539,129
Debrecen,HUN,2012,11.3,1.4,16.9,6.2,,,427,76,68,10.3,1016.4,2479,125
Pecs,HUN,2012,12.2,1.8,17.2,7.4,,,633,102,75,10,1017.2,2441,116
Belgrad,SRB,2012,13.9,2,18.9,9.5,39.9,-15.5,564,83,82,10.4,1016.9,2506,124
Podgorica,MNE,2012,17.1,1.8,22.6,11.9,44,-5.7,1677,101,88,,1015.5,2484,100
Skopje,MKD,2012,13.7,,20,8.1,41,-14,372,,73,10,,2485,
Ljubljana,SVN,2012,12,2.2,17.1,7.4,37.1,-12.2,1338,96,98,10.7,1017.1,2257,132
Zagreb,HRV,2012,13.5,2.2,18.3,9.5,38,-11.6,813,92,93,10.7,1016.5,2344,130
Split,HRV,2012,17.4,1.6,20.8,14.2,37.8,-5.1,740,90,80,11.6,1014.6,2739,106
